LoyaltyNumber,CustomerID,MembershipLevel,JoinDate,CurrentPoints,LifetimePointsEarned,LifetimePointsRedeemed
102341,2341,Bronze,2023-09-29,1478,67068,53521
102342,2342,Gold,2022-06-17,7431,50223,58959
102343,2343,Silver,2023-06-24,3950,13502,25722
102344,2344,Bronze,2022-01-08,2976,57710,7925
102345,2345,Silver,2025-11-16,2876,8399,29960
102346,2346,Silver,2026-03-06,3249,58151,51590
102347,2347,Gold,2025-01-12,3559,74088,42952
102348,2348,Silver,2024-01-27,3049,3936,21353
102349,2349,Bronze,2023-08-28,2542,75682,37150
102350,2350,Platinum,2025-09-17,3507,54093,57773
102351,2351,Bronze,2022-08-19,1651,56080,52389
102352,2352,Bronze,2022-01-23,9587,9977,41966
102353,2353,Bronze,2023-11-01,9062,72275,9428
102354,2354,Bronze,2022-01-27,2728,42711,42815
102355,2355,Bronze,2023-03-07,4006,75807,56079
102356,2356,Gold,2025-09-12,3329,42069,36434
102357,2357,Platinum,2025-04-02,4370,54871,8005
102358,2358,Silver,2024-03-28,7586,64731,14343
102359,2359,Bronze,2025-10-22,6440,38090,16196
102360,2360,Platinum,2025-04-13,9355,43697,17107
102361,2361,Gold,2024-05-15,9463,65389,40056
102362,2362,Gold,2024-01-09,1908,23753,58541
102363,2363,Silver,2023-11-11,9539,57613,176
102364,2364,Bronze,2023-10-30,2856,57790,4579
102365,2365,Bronze,2025-01-02,5424,32407,43694
102366,2366,Platinum,2024-05-05,7676,69174,59681
102367,2367,Silver,2023-01-29,1843,28180,32134
102368,2368,Gold,2021-11-04,5355,18224,37983
102369,2369,Platinum,2022-05-31,8502,31954,8563
102370,2370,Bronze,2026-06-15,1614,17757,51985
102371,2371,Bronze,2021-12-20,889,71924,12349
102372,2372,Bronze,2024-10-19,728,34874,49872
102373,2373,Silver,2021-10-11,9938,61127,33988
102374,2374,Silver,2022-01-31,9321,57558,22892
102375,2375,Silver,2024-04-02,6098,67514,23420
102376,2376,Bronze,2025-11-21,8765,51787,3989
102377,2377,Gold,2022-12-28,662,26575,1136
102378,2378,Bronze,2023-08-01,4949,31070,25418
102379,2379,Silver,2021-10-25,9382,75315,21019
102380,2380,Bronze,2022-11-20,1088,45567,54734
102381,2381,Gold,2023-03-01,3441,74878,58886
102382,2382,Platinum,2022-09-09,1533,3093,51048
102383,2383,Bronze,2023-09-17,9456,22051,51066
102384,2384,Platinum,2021-12-28,9615,45745,43516
102385,2385,Bronze,2023-01-03,4960,26162,31324
102386,2386,Bronze,2026-02-12,8378,25377,3715
102387,2387,Silver,2025-01-25,3216,743,37784
102388,2388,Silver,2026-03-20,7702,10932,13789
102389,2389,Silver,2025-06-02,8189,12280,39891
102390,2390,Platinum,2021-12-09,2378,52242,3173
102391,2391,Silver,2025-03-05,2486,15246,13582
102392,2392,Bronze,2026-02-07,7542,53854,30576
102393,2393,Gold,2022-03-23,2287,7112,7547
102394,2394,Silver,2024-05-06,1462,15295,7386
102395,2395,Bronze,2026-06-12,1712,17074,59853
102396,2396,Bronze,2025-10-09,1981,4283,29261
102397,2397,Bronze,2023-11-09,5618,69457,49804
102398,2398,Silver,2026-06-04,4074,26045,40827
102399,2399,Gold,2023-06-02,3507,4952,19242
102400,2400,Silver,2023-04-27,7068,49944,22106
102401,2401,Bronze,2023-11-27,219,23540,29841
102402,2402,Silver,2023-11-30,4939,68387,6791
102403,2403,Bronze,2024-04-16,4621,23186,6583
102404,2404,Bronze,2026-07-09,372,73288,44763
102405,2405,Bronze,2022-06-25,8598,18530,22095
102406,2406,Gold,2023-08-18,9444,42913,8823
102407,2407,Bronze,2025-10-25,4697,49327,8441
102408,2408,Bronze,2026-06-20,9689,25482,45916
102409,2409,Gold,2024-05-28,5733,49972,55027
102410,2410,Gold,2021-11-07,20,28230,46902
102411,2411,Silver,2024-07-09,9768,45351,8401
102412,2412,Gold,2022-05-09,9559,65184,53968
102413,2413,Bronze,2025-07-19,1592,30097,29735
102414,2414,Bronze,2022-10-18,4513,25102,27778
102415,2415,Platinum,2021-11-19,9006,42913,35365
102416,2416,Bronze,2022-08-12,5028,17183,13894
102417,2417,Gold,2025-05-26,4249,9923,58202
102418,2418,Gold,2024-01-03,2558,3461,9230
102419,2419,Platinum,2025-11-22,881,55472,8068
102420,2420,Bronze,2022-11-11,2653,62924,15126
102421,2421,Silver,2024-01-22,4553,8004,10902
102422,2422,Silver,2024-01-06,1007,58179,47109
102423,2423,Gold,2022-03-21,1398,56621,27931
102424,2424,Gold,2024-12-16,366,54146,14955
102425,2425,Bronze,2022-10-16,4610,69705,42604
102426,2426,Platinum,2024-12-16,1753,44977,20934
102427,2427,Bronze,2021-08-09,2598,1093,14538
102428,2428,Gold,2025-07-27,4676,4344,16364
102429,2429,Bronze,2025-10-02,276,47703,59505
102430,2430,Platinum,2022-02-21,8132,74080,59913
102431,2431,Gold,2025-10-07,7396,48408,27734
102432,2432,Gold,2024-04-14,5050,8604,24306
102433,2433,Silver,2024-03-21,5702,48854,18680
102434,2434,Silver,2023-11-26,2825,32356,16467
102435,2435,Silver,2024-11-30,1743,18038,54838
102436,2436,Gold,2021-09-15,7565,57009,179
102437,2437,Bronze,2023-05-13,9092,7885,50407
102438,2438,Bronze,2022-08-04,8424,16174,2538
102439,2439,Bronze,2021-10-24,6759,72693,15063
102440,2440,Bronze,2025-04-10,6531,36298,50033
102441,2441,Platinum,2025-08-28,8011,21317,27774
102442,2442,Silver,2022-07-29,8919,1820,33872
102443,2443,Bronze,2023-10-30,6000,58788,7038
102444,2444,Bronze,2025-01-17,499,14279,22460
102445,2445,Gold,2024-05-20,7593,11167,12811
102446,2446,Silver,2025-03-10,6694,59470,6662
102447,2447,Bronze,2025-01-19,7568,30140,21767
102448,2448,Bronze,2026-01-09,783,37812,23666
102449,2449,Platinum,2025-08-18,4514,64591,19676
102450,2450,Bronze,2024-08-31,6563,23035,7484
102451,2451,Gold,2025-11-04,406,2384,37036
102452,2452,Silver,2023-01-29,5716,69789,56321
102453,2453,Silver,2024-11-22,5821,58665,27912
102454,2454,Gold,2025-04-21,9767,33360,32517
102455,2455,Bronze,2026-03-14,1974,73665,358
102456,2456,Bronze,2022-12-14,3282,79655,26383
102457,2457,Bronze,2023-02-16,7200,33421,54940
102458,2458,Silver,2023-03-05,6449,57353,53948
102459,2459,Bronze,2025-08-31,5787,76796,4199
102460,2460,Silver,2025-09-25,2264,62359,1243
102461,2461,Bronze,2022-07-28,4358,52919,27184
102462,2462,Silver,2024-02-05,5088,43397,41080
102463,2463,Silver,2026-06-26,1111,15367,3314
102464,2464,Silver,2024-08-21,7956,61357,8147
102465,2465,Platinum,2023-11-10,611,2675,49087
102466,2466,Silver,2024-05-17,9593,31026,35643
102467,2467,Gold,2022-10-12,9044,9005,53775
102468,2468,Gold,2026-06-18,4416,75357,198
102469,2469,Bronze,2024-05-22,1077,41606,51410
102470,2470,Bronze,2024-01-15,4186,79903,32888
102471,2471,Bronze,2025-08-23,9660,39110,42374
102472,2472,Gold,2024-02-21,8141,51873,51336
102473,2473,Silver,2021-12-23,8074,29418,42469
102474,2474,Bronze,2024-05-06,7589,77474,28771
102475,2475,Silver,2025-07-17,6792,50198,39517
102476,2476,Silver,2024-11-16,4794,13476,26927
102477,2477,Platinum,2022-03-25,1631,19556,14174
102478,2478,Silver,2022-04-09,804,63672,31450
102479,2479,Silver,2026-01-11,4067,30678,54454
102480,2480,Bronze,2024-05-14,5280,57364,11994
102481,2481,Bronze,2024-02-05,8444,77560,39001
102482,2482,Bronze,2024-10-31,9313,15034,40012
102483,2483,Silver,2023-05-13,240,8881,46628
102484,2484,Gold,2025-02-24,4327,21745,57896
102485,2485,Silver,2024-01-05,2286,3548,14047
102486,2486,Silver,2024-05-19,8447,60490,53727
102487,2487,Platinum,2021-08-07,2810,13953,5834
102488,2488,Silver,2023-10-14,2594,3695,41341
102489,2489,Gold,2025-06-08,4251,12562,55680
102490,2490,Platinum,2021-10-06,8941,11069,15414
102491,2491,Bronze,2023-09-29,9364,67334,39024
102492,2492,Silver,2023-06-01,9579,58896,59036
102493,2493,Bronze,2024-11-16,1834,11044,29127
102494,2494,Platinum,2026-02-20,8806,66114,41022
102495,2495,Silver,2024-09-15,4747,66713,2001
102496,2496,Gold,2025-12-03,1156,71746,26148
102497,2497,Gold,2024-06-21,4982,70237,9059
102498,2498,Bronze,2026-05-30,1970,59251,57683
102499,2499,Gold,2024-08-26,8551,67358,48329
102500,2500,Platinum,2024-05-06,9356,57818,33216
102501,2501,Bronze,2025-05-31,188,70760,11309
102502,2502,Bronze,2026-03-22,420,34113,35395
102503,2503,Bronze,2024-11-20,7771,42069,31016
102504,2504,Silver,2024-07-22,2946,24861,24920
102505,2505,Silver,2023-11-27,4907,78177,26426
102506,2506,Bronze,2024-07-19,1376,20787,33482
102507,2507,Gold,2023-09-07,9673,35543,51869
102508,2508,Bronze,2022-06-11,6938,73459,59232
102509,2509,Silver,2025-09-16,7591,51493,37918
102510,2510,Platinum,2025-09-27,7817,6656,17506
102511,2511,Bronze,2022-10-04,5810,30159,46752
102512,2512,Bronze,2022-02-12,1448,76249,27755
102513,2513,Bronze,2024-05-07,6998,5869,32398
102514,2514,Gold,2025-12-01,4065,23303,31949
102515,2515,Bronze,2022-08-07,9063,73262,14688
102516,2516,Bronze,2026-02-28,6183,46505,7012
102517,2517,Gold,2023-06-19,7540,76257,52288
102518,2518,Gold,2023-06-25,6523,23919,19192
102519,2519,Silver,2022-10-05,9908,55364,46006
102520,2520,Silver,2025-08-28,9991,49424,25148
102521,2521,Silver,2025-05-15,4338,56370,1679
102522,2522,Bronze,2024-07-11,8383,41046,9941
102523,2523,Bronze,2023-04-08,190,20147,36754
102524,2524,Bronze,2022-07-13,6323,18756,10473
102525,2525,Platinum,2024-01-24,5825,76121,49810
102526,2526,Bronze,2023-06-17,6662,36173,35561
102527,2527,Silver,2026-02-24,5,65967,37609
102528,2528,Platinum,2026-07-07,3637,34954,35036
102529,2529,Silver,2022-06-05,8221,29978,40244
102530,2530,Bronze,2025-04-05,7141,18117,16943
102531,2531,Bronze,2022-01-24,2479,69202,29174
102532,2532,Silver,2022-03-28,1116,55794,1445
102533,2533,Silver,2021-11-13,1038,11789,19654
102534,2534,Bronze,2025-04-02,1850,76973,58724
102535,2535,Gold,2022-10-08,4067,46990,43331
102536,2536,Gold,2024-10-11,9825,21496,53788
102537,2537,Gold,2024-10-18,6674,14250,15246
102538,2538,Bronze,2023-05-20,6678,155,22395
102539,2539,Bronze,2024-07-13,4073,5839,16679
102540,2540,Bronze,2024-12-18,8372,12472,26254
102541,2541,Bronze,2022-04-07,359,21802,23613
102542,2542,Platinum,2023-01-07,4561,39695,32479
102543,2543,Bronze,2023-10-02,2040,12861,28109
102544,2544,Bronze,2025-11-10,517,25429,45679
102545,2545,Bronze,2023-03-22,462,74446,27288
102546,2546,Silver,2026-07-12,1035,61709,49519
102547,2547,Gold,2023-05-15,1070,67705,8308
102548,2548,Gold,2021-11-02,9741,70648,37567
102549,2549,Gold,2024-03-01,685,71757,35457
102550,2550,Platinum,2023-06-14,46,52621,30259
102551,2551,Gold,2024-05-30,2383,12800,17792
102552,2552,Bronze,2023-11-18,4437,54324,33880
102553,2553,Gold,2026-07-07,1713,29784,55032
102554,2554,Bronze,2026-03-05,3026,51810,41064
102555,2555,Bronze,2022-06-16,4342,71654,27668
102556,2556,Silver,2024-08-12,8821,32733,45801
102557,2557,Platinum,2026-06-14,6485,72130,28858
102558,2558,Bronze,2024-04-20,8302,50059,37173
102559,2559,Bronze,2025-06-20,1479,43003,22300
102560,2560,Silver,2025-06-03,5137,6561,7251
102561,2561,Bronze,2025-12-13,2208,78626,44533
102562,2562,Bronze,2025-03-29,7827,47458,16147
102563,2563,Silver,2022-07-15,6250,5931,23020
102564,2564,Bronze,2026-06-24,7773,10403,27687
102565,2565,Silver,2024-03-04,1013,29862,54560
102566,2566,Silver,2021-10-12,9097,51858,13575
102567,2567,Silver,2023-03-03,4072,53943,46488
102568,2568,Silver,2024-08-12,1638,67558,37962
102569,2569,Bronze,2024-04-17,6101,78676,3657
102570,2570,Bronze,2024-11-25,125,6542,1623
102571,2571,Silver,2023-01-19,9378,39570,52887
102572,2572,Bronze,2025-06-22,8689,76169,16398
102573,2573,Bronze,2024-05-16,4805,49427,24578
102574,2574,Silver,2023-08-05,4488,73074,40199
102575,2575,Silver,2025-12-09,8151,53899,3276
102576,2576,Bronze,2025-11-01,7140,34458,10605
102577,2577,Bronze,2025-11-02,5091,41354,27760
102578,2578,Gold,2023-09-06,8028,58177,22276
102579,2579,Silver,2025-02-04,478,74969,29531
102580,2580,Gold,2022-03-28,5054,41903,14465
102581,2581,Bronze,2026-06-17,8297,79871,1893
102582,2582,Silver,2023-04-17,3973,48534,16914
102583,2583,Gold,2023-03-12,6246,17245,55986
102584,2584,Silver,2021-09-24,6860,44206,45914
102585,2585,Bronze,2026-04-18,1776,52068,41459
102586,2586,Bronze,2025-04-27,9965,45585,15001
102587,2587,Platinum,2024-11-02,150,55870,10503
102588,2588,Gold,2022-11-10,1940,23025,9971
102589,2589,Bronze,2023-04-25,7404,56222,57760
102590,2590,Silver,2024-10-26,7765,40813,26295
102591,2591,Bronze,2024-04-17,5177,8925,25568
102592,2592,Bronze,2025-09-21,1295,23283,18411
102593,2593,Gold,2022-04-27,1637,12197,24412
102594,2594,Platinum,2024-01-21,8247,33025,34957
102595,2595,Gold,2022-07-27,6361,7960,401
102596,2596,Gold,2023-09-18,8795,2067,7100
102597,2597,Silver,2026-01-15,8458,52015,31535
102598,2598,Gold,2023-04-06,9155,16857,12837
102599,2599,Gold,2023-04-26,2832,75838,39028
102600,2600,Gold,2024-11-13,5871,58307,51484
102601,2601,Gold,2023-10-10,4476,58573,8841
102602,2602,Platinum,2023-01-01,6693,34587,55885
102603,2603,Bronze,2025-08-11,6963,10079,9651
102604,2604,Gold,2022-02-02,2697,7108,13362
102605,2605,Silver,2026-01-09,3748,62847,22423
102606,2606,Bronze,2023-10-16,5664,77267,47808
102607,2607,Bronze,2024-01-28,8721,6403,30225
102608,2608,Silver,2025-07-26,2765,48399,17349
102609,2609,Platinum,2021-09-17,2864,40701,8383
102610,2610,Bronze,2026-03-13,9133,30582,32994
102611,2611,Bronze,2023-02-03,4148,47551,52226
102612,2612,Gold,2025-02-25,4396,6279,2060
102613,2613,Silver,2025-08-13,7032,33453,20021
102614,2614,Silver,2024-07-08,4672,61339,22186
102615,2615,Gold,2023-03-09,3224,10153,7300
102616,2616,Bronze,2025-07-18,3171,20306,46722
102617,2617,Platinum,2023-08-25,4677,70520,40290
102618,2618,Gold,2026-01-31,8048,11223,29540
102619,2619,Silver,2025-11-23,6523,27137,15918
102620,2620,Silver,2026-01-04,2725,64231,11122
102621,2621,Bronze,2023-09-17,9094,70734,24871
102622,2622,Silver,2025-04-19,1192,62324,23175
102623,2623,Gold,2025-09-14,8894,8066,52507
102624,2624,Gold,2026-07-09,9940,50828,16183
102625,2625,Gold,2024-10-12,4176,43216,46842
102626,2626,Silver,2021-11-07,543,50774,39903
102627,2627,Platinum,2024-01-18,3760,42698,47132
102628,2628,Silver,2023-11-24,2372,35065,40902
102629,2629,Gold,2022-06-24,5423,30183,57743
102630,2630,Bronze,2024-10-25,585,13710,33731
102631,2631,Bronze,2023-06-22,6493,57842,31075
102632,2632,Silver,2022-11-12,8424,8876,55218
102633,2633,Silver,2025-02-16,2822,36649,16652
102634,2634,Bronze,2026-07-03,5889,34395,17163
102635,2635,Silver,2025-09-20,8711,27659,53703
102636,2636,Silver,2024-06-18,5924,8745,31136
102637,2637,Silver,2022-05-04,3562,59126,46175
102638,2638,Gold,2022-03-27,1755,2140,42060
102639,2639,Silver,2024-01-18,5251,31678,42182
102640,2640,Silver,2023-10-30,2409,70437,29916
102641,2641,Platinum,2024-06-27,8396,33583,57287
102642,2642,Silver,2024-07-01,6324,74535,37963
102643,2643,Silver,2025-09-27,9606,69265,33717
102644,2644,Gold,2022-11-25,9811,8085,20058
102645,2645,Platinum,2022-09-14,5152,63177,37930
102646,2646,Gold,2023-05-11,7853,13817,17972
102647,2647,Gold,2023-07-22,2253,33365,24696
102648,2648,Bronze,2022-11-18,1467,78509,35418
102649,2649,Gold,2023-08-11,6247,33213,11470
102650,2650,Bronze,2025-10-22,3337,73073,42513
102651,2651,Bronze,2021-09-07,7365,21429,34174
102652,2652,Bronze,2026-04-03,9306,13627,9892
102653,2653,Platinum,2023-01-31,9006,65631,1971
102654,2654,Bronze,2024-05-19,2574,74362,13768
102655,2655,Platinum,2023-01-25,8471,67560,3235
102656,2656,Gold,2025-07-04,9126,27899,10995
102657,2657,Bronze,2025-06-19,733,15431,976
102658,2658,Bronze,2026-06-22,2879,376,1066
102659,2659,Bronze,2023-12-16,8552,50685,30232
102660,2660,Silver,2025-05-13,1877,6038,59640
102661,2661,Bronze,2021-11-01,9779,73252,52562
102662,2662,Silver,2025-03-29,6328,16051,734
102663,2663,Silver,2022-06-13,4841,24918,24423
102664,2664,Bronze,2025-04-28,1522,37948,4044
102665,2665,Platinum,2023-05-17,3854,72587,18963
102666,2666,Platinum,2022-09-06,3997,11247,38642
102667,2667,Silver,2022-12-28,776,63353,18111
102668,2668,Silver,2022-11-26,9016,18221,12778
102669,2669,Bronze,2022-08-27,6695,77262,20735
102670,2670,Gold,2024-02-10,1600,4670,239
102671,2671,Bronze,2022-06-12,276,60005,54742
102672,2672,Gold,2021-11-21,2988,559,24252
102673,2673,Gold,2023-12-19,4570,43278,48640
102674,2674,Silver,2025-04-09,7168,9869,21719
102675,2675,Bronze,2023-10-05,754,57235,28367
102676,2676,Platinum,2024-06-20,6388,55423,17607
102677,2677,Bronze,2022-09-28,213,51609,24311
102678,2678,Bronze,2024-01-17,1417,11935,46142
102679,2679,Gold,2023-07-09,3683,37087,103
102680,2680,Gold,2023-04-26,8874,42558,6591
102681,2681,Bronze,2024-05-12,9690,35340,50621
102682,2682,Silver,2024-02-17,687,68623,40316
102683,2683,Bronze,2023-08-20,9202,25612,28173
102684,2684,Silver,2024-10-29,3314,38661,36304
102685,2685,Bronze,2025-07-04,8753,74479,37001
102686,2686,Silver,2023-10-25,2610,51010,39775
102687,2687,Silver,2025-10-19,252,69300,15340
102688,2688,Silver,2024-05-25,9142,72900,34081
102689,2689,Gold,2025-04-29,9269,15607,30964
102690,2690,Silver,2024-05-13,7951,9622,23860
102691,2691,Bronze,2026-07-22,9688,56297,11836
102692,2692,Bronze,2026-02-20,1270,74725,29784
102693,2693,Gold,2025-09-26,382,78048,15515
102694,2694,Bronze,2025-05-01,1425,17493,28286
102695,2695,Gold,2025-11-25,5873,59679,55657
102696,2696,Platinum,2024-06-28,8552,75769,36639
102697,2697,Gold,2025-10-19,3060,49925,962
102698,2698,Bronze,2024-10-04,1288,72621,56018
102699,2699,Bronze,2022-08-02,9365,48405,9122
102700,2700,Platinum,2026-07-05,7552,47444,21994
102701,2701,Silver,2023-09-11,1929,60467,31893
102702,2702,Silver,2026-07-31,1478,18183,31999
102703,2703,Bronze,2023-07-21,9865,24332,51384
102704,2704,Bronze,2021-12-10,8877,72376,9480
102705,2705,Bronze,2026-02-03,9970,77723,26398
102706,2706,Platinum,2024-03-13,7139,35000,11601
102707,2707,Bronze,2026-01-09,9882,62690,21906
102708,2708,Silver,2024-12-26,1219,58987,3499
102709,2709,Gold,2023-03-11,4330,48130,17458
102710,2710,Platinum,2023-08-06,1724,72655,22715
102711,2711,Silver,2025-08-27,6108,63814,54620
102712,2712,Gold,2025-07-06,5225,57131,51085
102713,2713,Silver,2025-09-04,47,75856,9275
102714,2714,Bronze,2025-08-22,6015,65235,54427
102715,2715,Bronze,2022-10-29,9412,2467,48124
102716,2716,Bronze,2025-07-15,6542,28877,46145
102717,2717,Gold,2021-10-24,6717,36159,3462
102718,2718,Silver,2025-03-23,3461,17927,18248
102719,2719,Gold,2024-01-03,7700,23381,32971
102720,2720,Bronze,2026-05-09,9174,43104,58158
102721,2721,Gold,2026-01-24,4587,762,3828
102722,2722,Bronze,2025-01-11,8522,67826,11977
102723,2723,Bronze,2022-12-03,4289,59426,15752
102724,2724,Bronze,2022-04-10,6876,9601,25525
102725,2725,Platinum,2024-01-14,8884,49008,409
102726,2726,Silver,2021-08-28,965,46162,36861
102727,2727,Silver,2023-02-15,966,12088,7613
102728,2728,Silver,2025-01-18,16,23430,55301
102729,2729,Silver,2025-09-06,1789,11394,20642
102730,2730,Bronze,2024-07-12,1324,5817,48750
102731,2731,Bronze,2025-06-14,7218,7078,53792
102732,2732,Silver,2025-10-14,3270,5847,2151
102733,2733,Silver,2022-11-14,7048,77910,20572
102734,2734,Silver,2023-03-11,75,63521,16805
102735,2735,Platinum,2025-12-13,1419,66183,37617
102736,2736,Gold,2021-08-09,9204,42990,45817
102737,2737,Bronze,2024-02-29,2307,74481,34203
102738,2738,Silver,2026-07-03,9717,72888,37557
102739,2739,Bronze,2022-07-11,6752,45269,8618
102740,2740,Silver,2026-01-08,4571,61994,50199
102741,2741,Bronze,2021-08-28,1443,67558,9257
102742,2742,Platinum,2025-01-31,3312,40844,53145
102743,2743,Silver,2025-06-12,3493,9369,2327
102744,2744,Bronze,2023-11-20,743,20249,23055
102745,2745,Gold,2024-10-09,6607,29169,44866
102746,2746,Bronze,2025-12-01,7672,38998,13981
102747,2747,Platinum,2021-09-05,5897,57489,16779
102748,2748,Silver,2025-07-14,3964,44323,57105
102749,2749,Platinum,2023-01-25,6892,69560,3963
102750,2750,Silver,2023-03-15,4472,71622,28535
102751,2751,Bronze,2024-03-11,7033,58794,12698
102752,2752,Silver,2022-11-06,3588,33047,58392
102753,2753,Bronze,2022-05-16,8879,66079,12794
102754,2754,Silver,2025-09-12,2897,41770,52442
102755,2755,Bronze,2026-06-02,4881,53301,59965
102756,2756,Bronze,2022-07-09,777,43464,21888
102757,2757,Bronze,2023-07-10,7279,36367,46182
102758,2758,Bronze,2021-09-08,5899,58949,40624
102759,2759,Bronze,2024-03-30,1311,47839,26022
102760,2760,Bronze,2026-02-21,9249,24056,47787
102761,2761,Gold,2023-06-02,9733,4558,35444
102762,2762,Platinum,2022-01-09,5317,14143,2785
102763,2763,Silver,2023-02-24,5070,3711,43652
102764,2764,Platinum,2025-04-16,1666,30714,6535
102765,2765,Platinum,2024-09-11,1640,60746,51046
102766,2766,Silver,2025-03-11,6355,12519,39388
102767,2767,Platinum,2026-05-26,312,18754,21530
102768,2768,Gold,2026-01-12,7293,51095,3537
102769,2769,Silver,2025-02-11,2902,22145,41539
102770,2770,Bronze,2025-09-01,6077,30745,20652
102771,2771,Gold,2024-02-22,4391,10999,44734
102772,2772,Bronze,2024-06-16,10,10938,43703
102773,2773,Bronze,2024-04-14,7171,41223,51441
102774,2774,Gold,2025-06-05,9271,46937,57142
102775,2775,Platinum,2025-07-14,173,20797,56356
102776,2776,Silver,2023-11-20,831,10446,20939
102777,2777,Bronze,2024-11-17,3515,24098,59408
102778,2778,Gold,2024-12-15,9637,34130,28845
102779,2779,Silver,2026-07-12,5567,4293,28708
102780,2780,Bronze,2024-06-24,8066,13193,50134
102781,2781,Silver,2023-03-23,3133,17026,30388
102782,2782,Silver,2022-10-30,811,46481,46418
102783,2783,Gold,2023-04-07,5999,3776,59864
102784,2784,Bronze,2026-06-12,1077,6410,637
102785,2785,Platinum,2023-04-11,4716,28441,19927
102786,2786,Gold,2023-12-04,199,26742,45221
102787,2787,Gold,2023-02-07,1941,493,18181
102788,2788,Bronze,2024-09-28,514,28216,28076
102789,2789,Bronze,2025-08-23,4656,8542,4719
102790,2790,Silver,2025-11-22,1536,29116,42856
102791,2791,Bronze,2023-06-29,2855,71592,23538
102792,2792,Bronze,2022-07-17,3991,49094,44959
102793,2793,Silver,2025-12-03,2400,6090,23681
102794,2794,Bronze,2023-08-28,544,7875,26709
102795,2795,Platinum,2022-11-04,9328,75808,855
102796,2796,Silver,2023-04-03,6517,74967,28080
102797,2797,Platinum,2021-12-13,8970,7805,4829
102798,2798,Silver,2023-06-22,7196,62686,17220
102799,2799,Bronze,2024-01-27,3958,62881,32830
102800,2800,Bronze,2023-08-12,2053,28648,43398
102801,2801,Bronze,2024-07-25,4734,40307,38079
102802,2802,Silver,2021-09-14,6143,29594,1344
102803,2803,Bronze,2025-08-13,8040,60193,24705
102804,2804,Gold,2025-08-16,2575,43900,21501
102805,2805,Bronze,2025-06-10,2632,45705,54292
102806,2806,Bronze,2026-01-13,8081,27954,24869
102807,2807,Bronze,2021-10-05,2130,51370,12035
102808,2808,Bronze,2024-05-02,7526,70516,16696
102809,2809,Bronze,2025-01-25,1001,24580,43351
102810,2810,Platinum,2026-04-23,2448,28783,51726
102811,2811,Bronze,2023-08-11,5423,12584,4570
102812,2812,Bronze,2025-12-26,523,74983,2610
102813,2813,Silver,2022-01-14,6910,6181,23341
102814,2814,Bronze,2025-11-24,8863,72947,59868
102815,2815,Silver,2023-10-22,4149,31947,913
102816,2816,Bronze,2024-08-26,1911,11684,25167
102817,2817,Bronze,2025-01-02,3603,17936,40387
102818,2818,Platinum,2022-04-18,4613,43945,59775
102819,2819,Silver,2023-03-01,9217,73039,51770
102820,2820,Platinum,2025-09-30,7391,42472,56178
102821,2821,Silver,2024-08-13,3048,11598,11206
102822,2822,Silver,2023-09-26,9725,55608,20426
102823,2823,Bronze,2026-05-19,760,30370,55257
102824,2824,Bronze,2023-11-25,2935,1210,57982
102825,2825,Silver,2024-03-07,7496,48602,23181
102826,2826,Silver,2023-05-23,1273,33632,30273
102827,2827,Platinum,2026-03-10,404,78197,8262
102828,2828,Bronze,2021-10-21,7289,15112,5952
102829,2829,Gold,2024-10-29,2655,29676,46772
102830,2830,Gold,2022-12-28,100,23815,12389
102831,2831,Silver,2025-08-22,2756,13072,42404
102832,2832,Gold,2025-02-21,2800,8950,23106
102833,2833,Platinum,2021-09-05,8592,16417,34226
102834,2834,Silver,2021-09-11,8009,660,44983
102835,2835,Bronze,2026-03-16,1547,56950,6974
102836,2836,Gold,2025-10-29,8243,57316,13856
102837,2837,Silver,2023-12-13,5444,72220,36084
102838,2838,Bronze,2024-02-04,9642,41118,37288
102839,2839,Gold,2023-09-09,7707,22051,46135
102840,2840,Silver,2022-10-24,6254,72977,33866
102841,2841,Bronze,2025-03-20,824,44621,15488
102842,2842,Silver,2022-06-28,9893,28404,4401
102843,2843,Silver,2024-06-23,6151,79877,10130
102844,2844,Silver,2023-05-07,9533,62961,58930
102845,2845,Bronze,2022-09-22,8340,36290,21738
102846,2846,Platinum,2024-04-08,5095,7101,43080
102847,2847,Bronze,2022-07-08,8419,18201,11018
102848,2848,Gold,2026-01-13,7811,21400,79
102849,2849,Bronze,2023-01-07,9030,28116,40307
102850,2850,Bronze,2022-08-16,2088,30068,8865
102851,2851,Silver,2025-07-27,2547,7854,16512
102852,2852,Bronze,2025-11-18,4566,63968,18268
102853,2853,Silver,2022-08-30,2157,68899,49006
102854,2854,Bronze,2023-04-09,6905,47273,37832
102855,2855,Silver,2022-07-02,3215,1437,44114
102856,2856,Bronze,2024-07-13,213,16822,2366
102857,2857,Silver,2022-05-09,830,36406,46818
102858,2858,Silver,2026-04-22,3588,17296,8557
102859,2859,Gold,2026-06-22,8159,47177,55737
102860,2860,Platinum,2022-01-27,1691,32042,24440
102861,2861,Gold,2022-07-16,678,17223,32986
102862,2862,Bronze,2022-02-17,5496,6264,26683
102863,2863,Bronze,2023-03-17,3228,478,44707
102864,2864,Platinum,2023-06-14,941,45245,46874
102865,2865,Gold,2022-09-24,3781,57767,29944
102866,2866,Silver,2022-03-26,6518,76719,6288
102867,2867,Silver,2024-08-10,3674,17404,50325
102868,2868,Bronze,2024-04-07,375,21320,39204
